grade,subject,approvalNumber,title,type,author,publisher,barcode
י,צרפתית,3162,"Le Kiosque 2, Livre De L'Eleve",ספר לימוד,"C. Himber, C. Rastello, F. Gallon",Hachette,1235
י,רוסית,9516,"באותו כוכב לכת 1, השפה הרוסית",ספר לימוד,"צוות ת""ל",לוני כהן,1821255
י ,מחשבת ישראל  ,4525,הטוב והרע בהגות היהודית ,ספר לימוד,צוות כתיבה ,לוני כהן,1864525
י ,ספרדית,4514,Espacio Joven 36º A1,ספר לימוד,E. Espacio,Edinumen,9788498489361
יא,חינוך גופני,4536,הפיזיולוגיה של המאמץ,ספר לימוד,"ש. נייס, ע. ענבר",פוקוס,293396
יא,חינוך גופני,4257,פסיכולוגיה בספורט והקשרה לביצוע מיטבי,ספר לימוד,"ר. יאור, ש. שדה",מכון וינגייט,978965555454
יא,אמנות חזותית,998,"אמנות הרנסנס באיטליה: פיסול, יח' 78",ספר לימוד,"א. מישורי, ע. טיבר",האוניברסיטה הפתוחה,123274
יא,אמנות חזותית,997,"אמנות הרנסנס באיטליה: ציור, יח' 911",ספר לימוד,א. מישורי,האוניברסיטה הפתוחה,12329
יא,אמנות חזותית,999,אמנות עכשווית אני מדברת אליכם: מאה השנים הראשונות,ספר לימוד,ר. דירקטור,עם עובד,8417121
יא,אמנות חזותית,9636,פרקים באמנות ישראלית,ספר לימוד,"צוות ת""ל",לוני כהן,182451
יא,אמנות חזותית,9348,תולדות האמנות: מבוא כללי,ספר לימוד,א. מישורי,האוניברסיטה הפתוחה,281489
יא,חינוך מוזיקלי,449,"אקורדים  בנייה בכתב וזיהוי בקריאה, חוברת תרגול מספר 3",חוברת לימוד,ר. ראובן,למה,877113
יא,חינוך מוזיקלי,4262,המחר לעולם אינו ידוע,ספר לימוד,א. קטורזה,רימון בית ספר לג'אז ולמוסיקה בתזמננו,19879446
יא,חינוך מוזיקלי,4365,הסולם והמקאם במסורת המוסיקלית הערבית,ספר לימוד,ד. מועלם,אורתו,1982991
יא,חינוך מוזיקלי,423,"הרמוניה טונלית, כרך א'",ספר לימוד,ד. הנדלסמן,רימון בית ספר לג'אז ולמוסיקה בתזמננו,1987912
יא,חינוך מוזיקלי,423,"הרמוניה טונלית, כרך ב'",ספר לימוד,ד. הנדלסמן,רימון בית ספר לג'אז ולמוסיקה בתזמננו,19879121
יא,חינוך מוזיקלי,441,מרווחים  בנייה בכתב וזיהוי בקריאה,חוברת לימוד,ר. ראובן,למה,877111
יא,חינוך מוזיקלי,424,סולומוניה: מבחר דוגמאות מן המוזיקה הישראלית,חוברת לימוד,י. יופה וצוות כותבים,לוני כהן,1821267
יא,חינוך מוזיקלי,4411,סולמות  בנייה בכתב וזיהוי בקריאה,חוברת לימוד,ר. ראובן,למה,877112
יא,חינוך מוזיקלי,448,צלילוגיה  המדריך השלם לתיאוריה הבסיסית של המוסיקה המערבית,ספר לימוד,ר. ראובן,למה,813127
יא,חינוך מוזיקלי,4242,"קיצור תולדות המוסיקה לחט""ע",ספר לימוד,ע. אברבאיה,אורתו,1982911
יא,חינוך מוזיקלי,4351,תולדות המוסיקה מימי הביניים עד המאה העשרים,ספר לימוד,י. כהן,מטח,7821911
יא,חינוך מוזיקלי,4534,"תרגול מיומנויות בהרמוניה מסורתית, יחידת בסיס",ספר לימוד,ג. עברון,קהילה מנגנת,146577122
יא,חינוך מוזיקלי,4553,"תרגול מיומנויות בהרמוניה מסורתית, יחידת התמחות",ספר לימוד,ג. עברון,קהילה מנגנת,146577123
יא,מחול,9194,טרפסיכורה בסניקרס: מחול פוסט מודרני,ספר לימוד,נ. סבריאגו,אסיה,5131
יא,מחול,9238,מחול כאומנות במה: אסופת רשימות על מחול מ 1581 ועד ימינו,ספר לימוד,נ. סבריאגו,אסיה,5132
יא,תיאטרון,4333,רעיון מעצב במה,ספר לימוד,ש. ארליך רוזנסקי,רכס,1591511
יא,תקשורת וקולנוע,91,אנו מכריזים בזאת: היסטוריה טלוויזיה וזיכרון,ספר לימוד,"צוות ת""ל",לוני כהן,1821213
יא,תקשורת וקולנוע,9157,המאה העשרים בראי הקריקטורה הפוליטית,ספר לימוד,"צוות ת""ל",לוני כהן,1821174
יא,תקשורת וקולנוע,9214,לגדול עם הטלויזיה  המסך הקטן בחייהם של ילדים ובני נוער,ספר לימוד,ד. למיש,האוניברסיטה הפתוחה,1698547
יא,תקשורת וקולנוע,8762,"לדעת לצפות, חלק א'",ספר לימוד,"צוות ת""ל",לוני כהן,182974
יא,תקשורת וקולנוע,9566,"לקרוא קריקטורה, בעקבות הציורים בספר ""שעת מבחן""",ספר לימוד,"צוות ת""ל",לוני כהן,182528
יא,תקשורת וקולנוע,9295,סדרת במאי הקולנוע הגדולים  סטנלי קובריק,ספר לימוד,נ. דיין,אורט,21213381
יא,תקשורת וקולנוע,9296,סדרת במאי הקולנוע הגדולים  סרגיי אייזנשטיין,ספר לימוד,נ. דיין,אורט,21213383
יא,תקשורת וקולנוע,9297,סדרת במאי הקולנוע הגדולים  פדריקו פליני,ספר לימוד,נ. דיין,אורט,21213382
יא,תקשורת וקולנוע,939,"עיתונאות  איסוף מידע, כתיבה ועריכה",ספר לימוד,"י. לימור, ר. מן",האוניברסיטה הפתוחה,161811
יא,תקשורת וקולנוע,931,עיתונות מקוונת,ספר לימוד,י. דרור,האוניברסיטה הפתוחה,161829
יא,תקשורת וקולנוע,9367,תקשורת המונים בישראל,ספר לימוד,א. סופר,האוניברסיטה הפתוחה,1612557
יא,תקשורת וקולנוע,9368,תקשורת ויהדות,ספר לימוד,"צ. ראשי וצוות ת""ל",לוני כהן,182127
יא,תקשורת וקולנוע,4544,מתקשרים,ספר לימוד,"ד. לוין, מ. חסיד לוי",כנרת ,112484
יא,אזרחות,432,אתגר הרווחה במדינה הדמוקרטית,ספר לימוד,"ש. גודמן, מ. ברק",לוני כהן,182138
יא,אזרחות,4341,ישראל מדינה יהודית ודמוקרטית,ספר לימוד,ד. שחר,כנרת  זמורה,421173
יא,אזרחות,4453,להיות אזרחים בישראל במדינה יהודית ודמוקרטית,ספר לימוד,צוות כותבים,לוני כהן,1865194
יא,אזרחות,8932,משטר ופוליטיקה בישראל,ספר לימוד,א. דיסקין,אברהם דיסקין,8414
יא,גאוגרפיה  אדם וסביבה,4416,אטלס אוניברסיטאי,אטלס,"מ. ברור, ג. ביגר",יבנה | בונוס,119823
יא,גאוגרפיה  אדם וסביבה,948,אטלס אוניברסלי,אטלס,א. שחר,כרטא,441512
יא,גאוגרפיה  אדם וסביבה,3144,אטלס ישראל החדש  האטלס הלאומי,אטלס,צוות המרכז למיפוי ישראל ,המרכז למיפוי ישראל והאוניברסיטה העברית,1281
יא,גאוגרפיה  אדם וסביבה,3279,אטלס פיזימדיניכלכלי,אטלס,"מ. ברור, ג. ביגר",יבנה | בונוס,36186
יא,גאוגרפיה  אדם וסביבה,4193,"גאוגרפיה של המזה""ת  תמורות על סף המאה ה21",ספר לימוד,"א. סופר, ד. לן",עם עובד,321757
יא,גאוגרפיה  אדם וסביבה,427,האדם במרחב החברתיתרבותי,ספר לימוד,"א. גל, ע. פריאל",לוני כהן,1821314
יא,גאוגרפיה  אדם וסביבה,4269,הפיתוח והתכנון המרחבי,ספר לימוד,"א. שילוני, מ. שגב",לוני כהן,1821312
יא,גאוגרפיה  אדם וסביבה,4213,ישראל במאה ה21,ספר לימוד,"א. גרייצר, צ. פיין, מ. שגב",מטח,7824811
יא,גאוגרפיה  אדם וסביבה,4271,כדור הארץ והסביבה,ספר לימוד,ב. סביר,לוני כהן,1821313
יא,היסטוריה,4391,אטלס תבל  ללימודי היסטוריה וידיעת הארץ,אטלס,"מ. ברור, ג. ביגר",יבנה | בונוס,119792
יא,היסטוריה,9111,בגלוי ובסתר  העליות הגדולות מארצות האסלאם (19481967),ספר לימוד,ח. סעדון,מכון בן צבי+משרד החינוך,2222222
יא,היסטוריה,4393,בונים מדינה יהודית ודמוקרטית במזרח התיכון,ספר לימוד,י. משעול,הייסקול,7841
יא,היסטוריה,9128,במחתרת מארצות האסלאם  פרשיות העפלה והגנה,ספר לימוד,"ח. סעדון, י. רפל",מכון בן צבי+משרד החינוך,2221316
יא,היסטוריה,4215,הלאומיות  בונים מדינה במזרח התיכון,ספר לימוד,"א. דומקה, צ. גולדברג, ח. אורבך","מרכז זלמן שז""ר",185582
יא,היסטוריה,4187,הלאומיות – ראשית הדרך,ספר לימוד,"א. דומקה, צ. גולדברג, ח. אורבך","מרכז זלמן שז""ר",185565
יא,היסטוריה,4392,הלאומיות בישראל ובעמים,ספר לימוד,י. קוברסקי,כנרת  זמורה,411185
יא,היסטוריה,4325,הלאומיות המודרנית וראשית הציונות,ספר לימוד,י. משעול,הייסקול,7846
יא,היסטוריה,8621,העת החדשה אל מול עולם חדש,ספר לימוד,"האוניברסיטה העברית + צוות ת""ל",לוני כהן,1821234
יא,היסטוריה,4212,טוטליטריות ושואה,ספר לימוד,י. גוטמן,"מרכז זלמן שז""ר",185575
יא,היסטוריה,923,"יפן המודרנית  תרבות, היסטוריה",ספר לימוד,ב. שילוני,שוקן,41454
יא,היסטוריה,42,לדעת היסטוריה  הלאומיות בישראל ובעמים – בונים מדינה במזרח התיכון,ספר לימוד,"א. נווה, נ. ורד, ד. שחר",רכס,1591157
יא,היסטוריה,425,לדעת היסטוריה  טוטליטריות ושואה,ספר לימוד,"א. נווה, נ. ורד, ד. שחר",רכס,1591168
יא,היסטוריה,4174,לדעת היסטוריה  ממדינת מקדש לעם הספר – בית שני,ספר לימוד,ד. שחר,רכס,159976
יא,היסטוריה,4171,לדעת היסטוריה  ראשית הדרך  לאומיות א',ספר לימוד,"א. נווה, נ. ורד",רכס,159977
יא,היסטוריה,4162,ממדינת מקדש לעם הספר,ספר לימוד,ד. שוורץ,"מרכז זלמן שז""ר",185557
יא,היסטוריה,4196,ממדינת מקדש לעם הספר,ספר לימוד,א. באר,אורט,21213941
יא,היסטוריה,4369,ממדינת מקדש לעם הספר,ספר לימוד,ש. כהן,כנרת  זמורה,4211843
יא,היסטוריה,924,ממלחמת האופיום עד יורשי מאו,ספר לימוד,ש. אהרון,כנרת  זמורה,3156
יא,היסטוריה,4218,מסעות בזמן  בונים מדינה במזרח התיכון,ספר לימוד,ק. אביאליטביביאן,מטח,7823819
יא,היסטוריה,4165,מסעות בזמן  לאומיות במבחן,ספר לימוד,ק. טביביאן,מטח,782381
יא,היסטוריה,4164,מסעות בזמן  ממדינת המקדש לעם הספר,ספר לימוד,ק. טביביאן,מטח,7823811
יא,היסטוריה,421,מסעות בזמן  משלום למלחמה ולשואה,ספר לימוד,ק. אביאליטביביאן,מטח,782385
יא,היסטוריה,4177,מסעות בזמן  ערים וקהילות,ספר לימוד,ד. סורוצקין,מטח,7823815
יא,היסטוריה,413,"מעיל תשבץ – מפגש בין התרבויות, בין יהדות לאיסלם בימי הביניים, חלק ג'",ספר לימוד,"האוניברסיטה העברית + צוות ת""ל",לוני כהן,182123
יא,היסטוריה,4176,מעם מקדש לעם הספר  טיול היסטורי בשבילי תקופת הבית השני,ספר לימוד,"מ. בר הלל, ש. ענבר",לילך,1313
יא,היסטוריה,4371,נאציזם  מלחמה ושואה,ספר לימוד,י. משעול,הייסקול,7848
יא,היסטוריה,4222,נאציזם ושואה,ספר לימוד,"ש. ענבר, מ. ליפשיץ",לילך,13137
יא,היסטוריה,4191,עולם לאומי א'  טיול היסטורי בשבילי הלאומיות,ספר לימוד,"מ. בר הלל, ש. ענבר",לילך,13131
יא,היסטוריה,4214,"עולם לאומי ב'  בונים מדינה במזה""ת",ספר לימוד,"מ. בר הלל, ש. ענבר",לילך,13132
יא,היסטוריה,8622,"על סיפה של ארץ חדשה, חלק ב'",ספר לימוד,"האוניברסיטה העברית + צוות ת""ל",לוני כהן,1821235
יא,היסטוריה,9322,פנים רבות לגבורה  קהילת קרקוב בתקופת הכיבוש הנאצי,ספר לימוד,פ. קראי,יד ושם,5773
יא,היסטוריה,9326,ציון בציונות: המדינה הציונית בשאלת ירושלים 19371949,ספר לימוד,מ. גולני,משרד הביטחון,48335
יא,היסטוריה,933,"קוממיות ונכבה  ישראל, הפלסטינים ומדינות ערב 1948",ספר לימוד,י. גלבר,דביר,12462
יא,היסטוריה,8623,"תולדות ארצות הברית: חזון, משברים וצמיחה",ספר לימוד,י. פלורסהיים,"מרכז זלמן שז""ר",18556
יא,היסטוריה,9111,בגלוי ובסתר  העליות הגדולות מארצות האסלאם (19481967),ספר לימוד,ח. סעדון,מכון בן צבי+משרד החינוך,2222222
יא,היסטוריה,9128,במחתרת מארצות האסלאם  פרשיות העפלה והגנה,ספר לימוד,"ח. סעדון, י. רפל",מכון בן צבי+משרד החינוך,2221316
יא,היסטוריה,4432,"השיבה לציון  עלייה, התיישבות ועצמאות",ספר לימוד,"ת. הרץ, ד.גלעדי, א. חלפון",מכון הר ברכה,2461
יא,היסטוריה,4431,חורבן וגבורה נאציזם ושואה,ספר לימוד,ת. הרץ,מכון הר ברכה,2469
יא,היסטוריה,923,"יפן המודרנית  תרבות, היסטוריה",ספר לימוד,ב. שילוני,שוקן,41454
יא,היסטוריה,4156,"מהפכה וגאולה בישראל ובעמים, 192–1939",ספר לימוד,ש. ענבר,לילך,13122
יא,היסטוריה,4163,"מהפכה וגאולה בישראל ובעמים, 1939–197",ספר לימוד,ש. ענבר,לילך,13123
יא,היסטוריה,924,ממלחמת האופיום עד יורשי מאו,ספר לימוד,ש. אהרון,כנרת  זמורה,3156
יא,היסטוריה,4373,מסורת ומהפכות,ספר לימוד,"ת. הרץ, פ. רותם",מכון הר ברכה,2468
יא,היסטוריה,9322,פנים רבות לגבורה  קהילת קרקוב בתקופת הכיבוש הנאצי,ספר לימוד,פ. קראי,יד ושם,5773
יא,היסטוריה,9326,ציון בציונות: המדינה הציונית בשאלת ירושלים 19371949,ספר לימוד,מ. גולני,משרד הביטחון,48335
